carat,cut,color,clarity,depth,table,price,x,y,z,x*y*z
0.33,1-Ideal,2-E,4-VS1,60.6,57.0,1002,4.54,4.5,2.74,55.9782
0.3,1-Ideal,1-D,6-SI1,62.5,57.0,552,4.29,4.32,2.69,49.853232000000006
1.3,1-Ideal,5-H,4-VS1,61.3,59.0,8915,6.97,7.03,4.29,210.206139
0.3,2-Premium,4-G,2-VVS1,60.7,59.0,1013,4.37,4.33,2.64,49.954344000000006
0.33,1-Ideal,5-H,1-IF,62.1,55.0,868,4.41,4.44,2.75,53.8461
1.02,1-Ideal,1-D,6-SI1,62.8,56.0,6158,6.44,6.39,4.03,165.84094800000003
0.3,4-Good,2-E,5-VS2,63.3,55.0,526,4.26,4.3,2.71,49.64177999999999
0.91,5-Fair,1-D,5-VS2,65.1,63.0,4439,6.02,6.0,3.91,141.2292
0.31,1-Ideal,4-G,3-VVS2,61.5,57.0,671,4.32,4.36,2.67,50.28998400000001
1.51,1-Ideal,4-G,4-VS1,61.1,57.0,14674,7.41,7.38,4.52,247.179816
0.55,1-Ideal,3-F,5-VS2,61.3,55.0,1679,5.29,5.31,3.25,91.29217499999999
1.0,2-Premium,3-F,4-VS1,62.6,58.0,7114,6.37,6.4,4.0,163.072
0.32,1-Ideal,4-G,4-VS1,61.3,55.0,645,4.42,4.46,2.72,53.619904000000005
2.1,5-Fair,3-F,7-SI2,64.7,61.0,15827,7.97,7.92,5.14,324.44913599999995
0.26,3-Very Good,3-F,6-SI1,59.6,55.0,590,4.18,4.24,2.51,44.48523199999999
0.53,1-Ideal,4-G,3-VVS2,61.8,58.0,1941,5.18,5.2,3.21,86.46456
0.92,1-Ideal,6-I,6-SI1,61.8,57.0,4488,6.22,6.27,3.86,150.53768399999998
1.5,3-Very Good,6-I,3-VVS2,59.7,60.0,10551,7.46,7.62,4.5,255.80339999999998
0.3,1-Ideal,1-D,6-SI1,61.6,56.0,552,4.3,4.34,2.66,49.64092
1.08,3-Very Good,4-G,6-SI1,60.6,58.0,4906,6.58,6.73,4.03,178.46210200000002
0.26,1-Ideal,3-F,2-VVS1,62.4,56.0,769,4.11,4.1,2.56,43.13856
0.4,1-Ideal,2-E,6-SI1,61.9,57.0,696,4.74,4.76,2.94,66.333456
1.09,3-Very Good,4-G,1-IF,62.9,57.0,8650,6.52,6.58,4.12,176.75459199999997
1.53,1-Ideal,5-H,3-VVS2,62.2,57.0,13629,7.32,7.37,4.57,246.54418800000002
0.4,2-Premium,3-F,6-SI1,62.3,60.0,945,4.74,4.7,2.94,65.49732
0.26,1-Ideal,5-H,6-SI1,60.5,58.0,474,4.16,4.17,2.52,43.714944
0.49,4-Good,3-F,4-VS1,58.9,60.5,1430,5.17,5.21,3.05,82.153885
0.41,1-Ideal,5-H,6-SI1,62.4,53.0,722,4.78,4.81,2.99,68.745482
0.5,1-Ideal,7-J,5-VS2,61.6,57.0,1099,5.08,5.12,3.14,81.67014400000001
0.32,1-Ideal,6-I,2-VVS1,61.7,55.0,756,4.4,4.39,2.71,52.34636
0.51,3-Very Good,2-E,6-SI1,63.3,59.0,1402,5.09,5.05,3.21,82.511445
0.57,1-Ideal,2-E,6-SI1,61.9,56.0,1608,5.32,5.35,3.3,93.9246
0.52,1-Ideal,2-E,7-SI2,60.9,56.0,1232,5.2,5.23,3.17,86.21132
0.33,2-Premium,3-F,3-VVS2,62.3,60.0,901,4.43,4.4,2.75,53.603
1.01,1-Ideal,1-D,6-SI1,62.1,56.0,5694,6.36,6.43,3.97,162.35235600000001
0.7,1-Ideal,3-F,6-SI1,60.8,60.0,2445,5.74,5.78,3.5,116.1202
0.42,1-Ideal,2-E,5-VS2,62.4,55.0,1024,4.83,4.79,3.0,69.4071
1.04,3-Very Good,3-F,4-VS1,61.6,60.0,8090,6.49,6.54,4.01,170.202846
1.06,1-Ideal,4-G,4-VS1,61.5,57.0,8093,6.54,6.56,4.03,172.89667200000002
0.82,1-Ideal,3-F,6-SI1,62.6,56.0,3251,5.95,5.99,3.74,133.29547000000002
0.3,3-Very Good,7-J,4-VS1,63.4,57.0,506,4.26,4.23,2.69,48.473262
0.42,1-Ideal,4-G,2-VVS1,61.1,56.0,1179,4.82,4.84,2.95,68.81996000000001
0.73,1-Ideal,3-F,4-VS1,62.9,56.0,3135,5.71,5.77,3.61,118.937587
0.96,2-Premium,2-E,6-SI1,60.0,60.0,4864,6.44,6.39,3.85,158.43366
1.13,2-Premium,4-G,7-SI2,61.5,59.0,4647,6.73,6.69,4.13,185.94788100000002
0.31,1-Ideal,3-F,4-VS1,60.7,56.0,695,4.37,4.39,2.66,51.030238000000004
0.71,1-Ideal,3-F,4-VS1,61.4,56.0,3710,5.75,5.78,3.54,117.6519
0.39,3-Very Good,2-E,4-VS1,62.5,58.0,914,4.67,4.7,2.93,64.31057000000001
1.0,3-Very Good,3-F,6-SI1,61.8,58.0,5058,6.37,6.44,3.96,162.450288
1.53,3-Very Good,1-D,6-SI1,59.2,57.0,11873,7.52,7.55,4.46,253.22096
0.42,1-Ideal,5-H,4-VS1,61.2,57.0,1048,4.87,4.8,2.96,69.19296
1.7,4-Good,3-F,4-VS1,57.6,63.0,17330,7.86,7.81,4.51,276.853566
0.28,1-Ideal,2-E,3-VVS2,62.4,56.0,828,4.2,4.16,2.61,45.60192
1.52,2-Premium,1-D,7-SI2,59.8,60.0,10623,7.5,7.42,4.46,248.19899999999998
0.3,3-Very Good,1-D,3-VVS2,59.6,61.0,880,4.39,4.34,2.6,49.536759999999994
0.8,1-Ideal,5-H,5-VS2,62.1,54.0,3030,5.96,5.99,3.71,132.448484
2.05,2-Premium,7-J,4-VS1,62.5,60.0,14973,8.09,8.14,5.07,333.87268200000005
2.0,1-Ideal,7-J,5-VS2,62.3,55.0,13263,8.03,8.06,5.01,324.256218
1.12,1-Ideal,3-F,4-VS1,62.1,54.0,9030,6.66,6.73,4.16,186.45868800000002
0.53,1-Ideal,4-G,1-IF,61.4,56.0,2247,5.2,5.24,3.21,87.46608
1.07,1-Ideal,5-H,6-SI1,62.0,57.0,4918,6.56,6.51,4.05,172.95767999999998
1.14,2-Premium,1-D,7-SI2,59.2,61.0,5047,6.84,6.82,4.04,188.461152
0.7,2-Premium,3-F,6-SI1,61.9,58.0,2230,5.69,5.74,3.54,115.61852400000001
0.41,1-Ideal,5-H,6-SI1,62.2,55.0,1056,4.76,4.79,2.97,67.71718800000001
0.7,2-Premium,4-G,6-SI1,61.5,58.0,2010,5.69,5.76,3.52,115.365888
1.58,3-Very Good,5-H,3-VVS2,60.9,58.0,12459,7.56,7.65,4.63,267.77142000000003
0.7,4-Good,3-F,6-SI1,59.7,64.0,2337,5.71,5.74,3.42,112.09186799999999
0.42,1-Ideal,4-G,1-IF,62.0,57.0,1310,4.82,4.8,2.98,68.94528
0.32,3-Very Good,4-G,4-VS1,61.7,55.0,645,4.37,4.41,2.71,52.226307000000006
1.01,2-Premium,4-G,7-SI2,62.4,58.0,4442,6.41,6.38,3.99,163.17424200000002
0.7,2-Premium,6-I,7-SI2,62.3,59.0,1415,5.64,5.59,3.5,110.34659999999998
0.77,1-Ideal,4-G,4-VS1,62.4,54.0,3176,5.89,5.93,3.69,128.88321299999998
1.52,2-Premium,2-E,4-VS1,59.9,60.0,16779,7.47,7.39,4.45,245.654685
1.26,3-Very Good,4-G,3-VVS2,62.1,58.0,9158,6.92,6.83,4.27,201.81557199999997
0.38,1-Ideal,2-E,5-VS2,61.7,55.0,866,4.66,4.68,2.88,62.80934399999999
1.01,2-Premium,3-F,5-VS2,60.8,58.0,6330,6.44,6.49,3.93,164.25670800000003
1.56,1-Ideal,3-F,5-VS2,62.0,55.0,17108,7.41,7.45,4.61,254.49274500000004
0.3,1-Ideal,5-H,3-VVS2,60.8,58.0,590,4.33,4.38,2.65,50.258309999999994
1.1,1-Ideal,5-H,7-SI2,61.9,56.0,4250,6.65,6.63,4.11,181.20784500000002
0.51,2-Premium,5-H,6-SI1,61.6,56.0,1250,5.19,5.14,3.18,84.83158800000001
0.76,2-Premium,1-D,6-SI1,61.1,59.0,2847,5.93,5.88,3.61,125.874924
0.54,1-Ideal,2-E,5-VS2,61.6,56.0,1774,5.24,5.28,3.24,89.64172800000001
1.0,2-Premium,5-H,6-SI1,62.8,58.0,4816,6.38,6.36,4.0,162.3072
2.52,5-Fair,4-G,8-I1,66.9,57.0,10076,8.39,8.33,5.6,391.37672
1.0,1-Ideal,1-D,6-SI1,62.5,55.0,6664,6.42,6.34,3.99,162.404172
2.03,5-Fair,5-H,6-SI1,65.4,58.0,14646,7.91,7.88,5.16,321.626928
0.41,4-Good,5-H,2-VVS1,62.6,62.0,892,4.7,4.76,2.96,66.22112
0.52,1-Ideal,1-D,3-VVS2,62.3,56.0,2362,5.12,5.15,3.2,84.37760000000002
1.7,2-Premium,6-I,5-VS2,62.5,58.0,9996,7.52,7.45,4.68,262.19232
1.08,2-Premium,4-G,7-SI2,62.3,56.0,4627,6.6,6.52,4.09,176.00087999999997
1.15,1-Ideal,3-F,3-VVS2,62.7,57.0,10757,6.69,6.65,4.18,185.96193
0.36,1-Ideal,5-H,5-VS2,62.1,55.0,568,4.57,4.58,2.84,59.442904000000006
1.23,1-Ideal,5-H,6-SI1,62.3,58.0,7313,6.85,6.89,4.28,202.00101999999998
0.32,1-Ideal,6-I,4-VS1,60.9,56.0,505,4.44,4.46,2.71,53.66450400000001
1.01,3-Very Good,6-I,7-SI2,62.2,59.0,5000,6.36,6.41,3.97,161.847372
0.4,1-Ideal,4-G,5-VS2,62.3,57.0,1035,4.71,4.7,2.93,64.86141
1.0,3-Very Good,1-D,6-SI1,59.2,62.0,5621,6.49,6.54,3.86,163.836156
0.33,1-Ideal,2-E,4-VS1,59.6,56.0,1002,4.54,4.49,2.69,54.834574
0.71,1-Ideal,4-G,6-SI1,60.5,56.0,2776,5.8,5.76,3.5,116.928
0.7,4-Good,4-G,6-SI1,63.5,61.0,2074,5.61,5.64,3.57,112.956228
1.53,2-Premium,4-G,3-VVS2,62.5,60.0,15505,7.34,7.31,4.58,245.74173199999998
0.73,1-Ideal,1-D,6-SI1,61.4,57.0,2841,5.76,5.8,3.55,118.5984
1.04,1-Ideal,3-F,6-SI1,61.3,55.0,5321,6.51,6.53,4.0,170.0412
1.51,3-Very Good,1-D,5-VS2,63.1,62.0,14205,7.24,7.22,4.56,238.36396799999997
1.1,3-Very Good,5-H,5-VS2,61.3,58.0,5914,6.63,6.74,4.1,183.21341999999999
0.54,2-Premium,5-H,4-VS1,62.6,59.0,1600,5.19,5.22,3.26,88.319268
0.53,1-Ideal,1-D,7-SI2,61.6,55.0,1316,5.21,5.24,3.22,87.90728800000001
0.42,1-Ideal,1-D,4-VS1,61.1,57.0,1235,4.84,4.81,2.95,68.67717999999999
0.43,3-Very Good,2-E,7-SI2,59.0,60.0,765,4.9,4.96,2.91,70.72464000000001
0.9,1-Ideal,5-H,7-SI2,61.5,56.0,3770,6.24,6.18,3.82,147.311424
1.02,2-Premium,5-H,5-VS2,61.9,57.0,5171,6.5,6.4,3.99,165.984
1.12,1-Ideal,4-G,8-I1,60.3,57.0,3945,6.8,6.73,4.08,186.71712000000002
0.51,2-Premium,1-D,3-VVS2,61.6,59.0,2087,5.12,5.08,3.14,81.67014400000001
0.75,2-Premium,2-E,6-SI1,62.8,56.0,2698,5.78,5.75,3.62,120.3107
0.56,2-Premium,6-I,2-VVS1,62.4,56.0,1698,5.28,5.24,3.28,90.74841599999999
0.7,3-Very Good,5-H,3-VVS2,62.5,55.0,2558,5.65,5.68,3.54,113.60567999999999
1.01,1-Ideal,6-I,4-VS1,61.1,54.0,5182,6.46,6.48,3.95,165.35016000000002
0.55,2-Premium,7-J,6-SI1,60.5,59.0,1348,5.33,5.28,3.21,90.33710400000001
0.33,1-Ideal,2-E,4-VS1,61.7,54.0,768,4.45,4.47,2.75,54.701625
0.35,3-Very Good,7-J,6-SI1,63.3,56.0,526,4.53,4.5,2.86,58.301100000000005
1.04,3-Very Good,1-D,7-SI2,63.1,58.0,3780,6.39,6.33,4.01,162.19928699999997
1.41,2-Premium,4-G,6-SI1,59.5,59.0,8758,7.35,7.3,4.36,233.9358
1.33,3-Very Good,3-F,6-SI1,63.3,56.0,8163,6.91,6.95,4.39,210.827555
0.27,3-Very Good,1-D,4-VS1,63.2,55.0,470,4.1,4.16,2.61,44.51615999999999
0.71,2-Premium,2-E,5-VS2,62.4,60.0,2590,5.66,5.68,3.54,113.806752
0.3,2-Premium,2-E,5-VS2,62.2,60.0,844,4.28,4.24,2.65,48.09008
1.04,1-Ideal,6-I,6-SI1,63.0,56.0,4135,6.49,6.39,4.06,168.37266599999998
0.31,1-Ideal,3-F,6-SI1,62.3,56.0,663,4.35,4.32,2.7,50.7384
0.7,1-Ideal,2-E,5-VS2,62.7,56.0,2697,5.73,5.63,3.56,114.84524400000001
0.3,2-Premium,6-I,4-VS1,59.1,59.0,473,4.35,4.38,2.58,49.15673999999999
0.32,1-Ideal,2-E,4-VS1,61.7,56.0,745,4.41,4.44,2.73,53.454492
0.39,1-Ideal,4-G,1-IF,62.1,53.7,1189,4.67,4.71,2.91,64.007487
0.31,1-Ideal,1-D,7-SI2,61.3,56.0,593,4.41,4.36,2.69,51.722244
0.3,2-Premium,4-G,2-VVS1,61.3,58.0,945,4.33,4.29,2.64,49.039848000000006
1.02,3-Very Good,1-D,5-VS2,62.9,60.0,7257,6.37,6.42,4.02,164.399508
0.41,2-Premium,5-H,6-SI1,60.9,60.0,876,4.83,4.79,2.93,67.78760100000001
0.31,3-Very Good,4-G,3-VVS2,63.4,59.0,907,4.29,4.26,2.71,49.52633399999999
1.14,1-Ideal,4-G,6-SI1,62.2,56.0,5650,6.69,6.66,4.15,184.90491000000003
0.56,1-Ideal,1-D,4-VS1,61.7,56.0,2026,5.33,5.3,3.28,92.65671999999999
0.35,2-Premium,5-H,2-VVS1,62.1,58.0,798,4.46,4.52,2.79,56.244167999999995
0.72,2-Premium,1-D,7-SI2,60.5,58.0,2670,5.88,5.79,3.53,120.17955599999999
0.34,1-Ideal,4-G,5-VS2,61.4,57.0,765,4.51,4.48,2.76,55.765248
1.09,2-Premium,6-I,6-SI1,61.7,59.0,4273,6.59,6.53,4.05,174.282435
1.02,3-Very Good,5-H,6-SI1,63.7,55.0,4552,6.31,6.38,4.04,162.64151199999998
0.4,2-Premium,7-J,4-VS1,59.7,59.0,631,4.79,4.83,2.87,66.39945900000001
1.1,1-Ideal,5-H,7-SI2,63.1,58.0,4725,6.54,6.53,4.12,175.949544
0.32,1-Ideal,3-F,5-VS2,62.4,57.0,645,4.34,4.38,2.72,51.705024
0.74,1-Ideal,2-E,5-VS2,62.7,54.0,2984,5.8,5.77,3.63,121.48157999999998
1.51,1-Ideal,4-G,5-VS2,62.2,57.0,12947,7.28,7.36,4.55,243.79264
1.55,1-Ideal,4-G,5-VS2,61.6,55.0,13912,7.45,7.48,4.6,256.3396
0.24,1-Ideal,4-G,1-IF,61.7,56.0,559,3.99,4.01,2.47,39.519753
0.73,2-Premium,5-H,7-SI2,58.7,58.0,1927,5.94,5.91,3.48,122.16679200000002
0.71,2-Premium,5-H,4-VS1,61.2,57.0,2572,5.83,5.77,3.55,119.41880499999999
1.73,2-Premium,4-G,4-VS1,62.8,57.0,15151,7.72,7.57,4.8,280.51392
1.24,2-Premium,5-H,7-SI2,61.2,57.0,5694,7.02,6.87,4.25,204.96644999999998
1.03,3-Very Good,3-F,6-SI1,60.6,63.0,5241,6.47,6.5,3.93,165.27615
0.3,1-Ideal,3-F,6-SI1,60.6,57.0,609,4.34,4.37,2.64,50.06971200000001
1.0,2-Premium,3-F,5-VS2,62.5,54.0,6154,6.33,6.3,3.95,157.52205
0.51,3-Very Good,5-H,4-VS1,60.7,56.0,1628,5.18,5.21,3.16,85.281448
0.3,1-Ideal,5-H,5-VS2,61.4,56.0,626,4.33,4.36,2.67,50.406396
0.54,1-Ideal,2-E,7-SI2,62.7,57.0,1111,5.2,5.23,3.27,88.93092
1.51,1-Ideal,5-H,5-VS2,62.2,57.0,11540,7.33,7.29,4.55,243.13243500000002
1.01,2-Premium,3-F,4-VS1,58.8,60.0,7862,6.59,6.51,3.85,165.168465
2.05,3-Very Good,5-H,7-SI2,62.4,58.0,15949,8.1,8.15,5.07,334.69605
0.32,1-Ideal,1-D,2-VVS1,61.8,56.0,1140,4.41,4.39,2.72,52.658928
0.31,3-Very Good,5-H,5-VS2,60.0,60.0,489,4.4,4.43,2.65,51.653800000000004
0.72,3-Very Good,4-G,4-VS1,60.5,57.0,2919,5.8,5.83,3.52,119.02528
1.31,2-Premium,2-E,6-SI1,62.4,58.0,8767,7.03,6.95,4.36,213.02306000000004
0.31,2-Premium,3-F,5-VS2,59.3,60.0,802,4.41,4.39,2.61,50.529339
0.31,2-Premium,5-H,6-SI1,61.1,57.0,573,4.35,4.32,2.65,49.79879999999999
0.4,3-Very Good,4-G,4-VS1,63.4,56.0,1005,4.72,4.68,2.98,65.82700799999999
0.38,1-Ideal,6-I,2-VVS1,62.4,54.8,800,4.64,4.66,2.9,62.70495999999999
0.4,3-Very Good,2-E,5-VS2,59.4,58.0,770,4.78,4.82,2.85,65.66286000000001
1.5,2-Premium,3-F,5-VS2,62.4,57.0,13333,7.38,7.29,4.58,246.404916
1.08,2-Premium,7-J,6-SI1,61.0,60.0,4173,6.62,6.57,4.02,174.84346799999997
1.07,1-Ideal,4-G,4-VS1,62.2,56.0,7748,6.53,6.56,4.07,174.345776
1.5,3-Very Good,6-I,6-SI1,63.5,59.0,8081,7.16,7.08,4.52,229.13145599999996
1.1,2-Premium,4-G,5-VS2,61.2,62.0,6653,6.64,6.6,4.05,177.48719999999997
0.71,1-Ideal,3-F,7-SI2,61.2,55.0,2365,5.77,5.79,3.54,118.26538199999999
0.51,2-Premium,3-F,7-SI2,62.8,60.0,1036,5.1,5.03,3.18,81.57654
0.31,1-Ideal,2-E,7-SI2,60.1,57.0,558,4.44,4.41,2.66,52.083864000000005
1.04,2-Premium,3-F,5-VS2,61.7,59.0,6906,6.49,6.45,3.99,167.02339500000002
0.24,1-Ideal,7-J,3-VVS2,62.8,57.0,432,3.96,3.94,2.48,38.693951999999996
1.03,2-Premium,6-I,6-SI1,61.6,59.0,4362,6.46,6.49,3.99,167.28234600000002
0.41,2-Premium,4-G,6-SI1,61.5,59.0,923,4.78,4.75,2.93,66.52565000000001
0.61,2-Premium,4-G,4-VS1,62.7,57.0,2192,5.43,5.36,3.38,98.374224
0.31,1-Ideal,2-E,5-VS2,61.7,55.0,642,4.38,4.41,2.71,52.345817999999994
0.34,1-Ideal,4-G,1-IF,61.9,57.0,1084,4.48,4.47,2.77,55.470912000000006
0.32,1-Ideal,3-F,2-VVS1,62.3,56.0,926,4.35,4.38,2.72,51.82416
1.19,2-Premium,6-I,4-VS1,59.9,61.0,5747,6.91,6.85,4.12,195.01402000000002
1.51,2-Premium,7-J,6-SI1,63.0,58.0,7441,7.32,7.28,4.6,245.13216000000003
1.01,4-Good,2-E,5-VS2,63.8,59.0,5430,6.26,6.22,3.98,154.970056
0.35,1-Ideal,2-E,5-VS2,62.2,56.0,767,4.51,4.53,2.81,57.409143
1.01,2-Premium,3-F,5-VS2,60.4,59.0,6271,6.52,6.46,3.92,165.107264
1.23,1-Ideal,4-G,2-VVS1,61.8,56.0,10572,6.8,6.89,4.24,198.65248
2.03,1-Ideal,3-F,7-SI2,62.4,57.0,12677,8.09,8.02,5.03,326.355454
2.0,1-Ideal,6-I,6-SI1,62.9,59.0,15218,8.08,7.95,5.05,324.3918
2.01,5-Fair,1-D,7-SI2,66.9,57.0,16086,7.87,7.76,5.23,319.402376
0.55,1-Ideal,2-E,6-SI1,60.6,56.0,1668,5.33,5.3,3.22,90.96178
2.45,1-Ideal,3-F,7-SI2,62.0,55.0,16589,8.67,8.64,5.36,401.511168
0.84,3-Very Good,7-J,4-VS1,61.9,58.0,2544,6.03,6.05,3.74,136.44081
0.64,5-Fair,3-F,5-VS2,57.0,62.5,2063,5.67,5.78,3.26,106.838676
1.2,5-Fair,3-F,8-I1,65.7,56.0,2622,6.65,6.58,4.35,190.34295
0.81,1-Ideal,5-H,6-SI1,62.8,57.0,2482,5.95,5.92,3.73,131.38552
1.2,1-Ideal,5-H,4-VS1,62.0,57.0,7294,6.69,6.76,4.17,188.585748
0.25,1-Ideal,2-E,3-VVS2,61.6,57.0,740,4.1,4.08,2.52,42.15456
0.5,3-Very Good,1-D,7-SI2,61.9,56.0,1167,5.09,5.14,3.16,82.673816
1.19,2-Premium,5-H,7-SI2,61.9,58.0,4332,6.84,6.77,4.21,194.95162799999997
0.32,1-Ideal,5-H,5-VS2,61.5,56.0,648,4.4,4.38,2.7,52.03440000000001
0.71,1-Ideal,1-D,4-VS1,60.9,57.0,3518,5.74,5.76,3.5,115.71839999999999
2.0,3-Very Good,7-J,5-VS2,60.7,60.0,13542,8.05,8.17,4.92,323.58102
0.3,2-Premium,3-F,1-IF,61.6,58.0,1085,4.34,4.3,2.66,49.64092
1.0,2-Premium,5-H,6-SI1,62.7,60.0,4469,6.3,6.24,3.93,154.49616
0.72,3-Very Good,3-F,5-VS2,63.0,54.0,2784,5.69,5.73,3.6,117.37332000000002
1.06,1-Ideal,5-H,7-SI2,61.7,60.0,4547,6.53,6.51,4.02,170.891406
1.2,1-Ideal,4-G,2-VVS1,61.2,56.0,9744,6.89,6.86,4.21,198.987334
1.5,3-Very Good,1-D,6-SI1,63.1,57.0,11863,7.31,7.24,4.59,242.92299599999998
1.01,1-Ideal,5-H,6-SI1,62.6,55.0,5126,6.41,6.44,4.02,165.947208
0.32,1-Ideal,5-H,6-SI1,61.9,54.0,547,4.39,4.43,2.73,53.092220999999995
1.29,2-Premium,5-H,6-SI1,61.6,57.0,6588,7.02,6.97,4.31,210.88571399999995
0.31,3-Very Good,4-G,4-VS1,62.9,57.0,625,4.3,4.32,2.71,50.34096
1.0,4-Good,5-H,6-SI1,61.5,64.0,4568,6.38,6.41,3.93,160.720494
0.32,1-Ideal,4-G,4-VS1,59.8,57.9,696,4.44,4.47,2.67,52.990956000000004
0.59,1-Ideal,4-G,6-SI1,62.3,55.0,1431,5.37,5.39,3.35,96.963405
0.91,3-Very Good,7-J,6-SI1,62.8,59.0,2956,6.14,6.19,3.87,147.085542
0.44,1-Ideal,6-I,2-VVS1,61.2,55.0,1107,4.92,4.95,3.02,73.54908
1.15,1-Ideal,5-H,6-SI1,62.4,54.0,6106,6.71,6.76,4.2,190.51032
1.02,1-Ideal,4-G,6-SI1,60.6,57.0,5367,6.49,6.52,3.94,166.72031199999998
0.32,1-Ideal,1-D,6-SI1,61.3,57.0,756,4.41,4.37,2.69,51.84087300000001
1.01,2-Premium,4-G,4-VS1,59.8,59.0,6412,6.5,6.55,3.9,166.0425
0.34,2-Premium,4-G,4-VS1,60.4,61.0,880,4.53,4.48,2.72,55.20076800000001
1.06,2-Premium,1-D,6-SI1,59.4,57.0,5817,6.72,6.65,3.97,177.41136000000003
1.23,2-Premium,4-G,4-VS1,59.6,60.0,8293,6.99,6.94,4.15,201.31899000000004
1.52,2-Premium,2-E,7-SI2,62.9,59.0,9576,7.31,7.26,4.58,243.063348
1.13,1-Ideal,2-E,3-VVS2,60.1,59.0,11387,6.77,6.81,4.08,188.103096
0.51,2-Premium,3-F,6-SI1,59.4,61.0,1349,5.26,5.21,3.11,85.22830599999999
0.3,1-Ideal,2-E,5-VS2,61.6,55.0,658,4.31,4.33,2.66,49.641718
0.9,4-Good,5-H,7-SI2,62.7,64.0,2934,6.0,6.09,3.79,138.4866
1.13,1-Ideal,5-H,7-SI2,62.1,55.0,4932,6.65,6.68,4.14,183.90707999999998
0.31,1-Ideal,5-H,4-VS1,61.6,54.8,557,4.35,4.37,2.69,51.135555
0.53,1-Ideal,4-G,6-SI1,61.8,58.0,1255,5.16,5.19,3.2,85.69728000000002
0.33,1-Ideal,2-E,5-VS2,62.4,55.0,723,4.4,4.42,2.75,53.482
0.72,1-Ideal,4-G,4-VS1,61.4,56.0,3478,5.75,5.79,3.55,118.18837499999998
1.29,2-Premium,4-G,7-SI2,61.1,59.0,6116,7.03,6.95,4.27,208.625795
1.01,1-Ideal,4-G,6-SI1,61.1,58.0,5497,6.43,6.49,3.95,164.836265
0.5,4-Good,4-G,4-VS1,57.5,56.0,1429,5.3,5.24,3.03,84.14916
2.03,1-Ideal,6-I,6-SI1,62.6,55.0,14548,8.06,8.11,5.06,330.754996
0.41,2-Premium,5-H,6-SI1,60.5,58.0,876,4.85,4.81,2.92,68.11921999999998
0.33,1-Ideal,1-D,7-SI2,62.4,56.0,631,4.44,4.41,2.76,54.041903999999995
0.32,1-Ideal,3-F,3-VVS2,61.2,57.0,1008,4.43,4.4,2.7,52.628400000000006
1.2,4-Good,3-F,5-VS2,62.3,57.0,8990,6.74,6.78,4.21,192.385212
1.01,3-Very Good,2-E,6-SI1,62.6,57.0,4912,6.36,6.41,4.0,163.0704
0.39,3-Very Good,4-G,6-SI1,61.7,57.0,684,4.77,4.7,2.92,65.46348
1.54,1-Ideal,6-I,5-VS2,60.2,59.0,9600,7.52,7.57,4.54,258.445856
0.76,1-Ideal,2-E,5-VS2,61.5,56.0,3192,5.92,5.89,3.63,126.57374399999999
0.31,2-Premium,6-I,6-SI1,62.3,59.0,523,4.32,4.29,2.68,49.66790400000001
0.72,1-Ideal,5-H,3-VVS2,61.7,55.0,3417,5.77,5.8,3.57,119.47361999999997
0.64,2-Premium,3-F,6-SI1,61.2,58.0,1816,5.6,5.54,3.41,105.79184
0.56,1-Ideal,3-F,2-VVS1,62.1,56.0,2510,5.29,5.3,3.29,92.24173
1.2,3-Very Good,5-H,4-VS1,63.1,57.0,5853,6.69,6.65,4.2,186.85170000000002
0.29,1-Ideal,2-E,1-IF,61.9,57.0,815,4.25,4.29,2.64,48.13380000000001
1.0,2-Premium,3-F,7-SI2,61.3,61.0,4452,6.39,6.36,3.91,158.903964
0.58,3-Very Good,2-E,5-VS2,61.9,58.0,1656,5.31,5.36,3.3,93.92327999999999
2.01,1-Ideal,6-I,4-VS1,62.5,56.0,17068,8.08,8.02,5.03,325.952048
1.51,3-Very Good,5-H,7-SI2,60.2,59.0,8444,7.33,7.43,4.44,241.81083600000002
1.03,1-Ideal,5-H,6-SI1,62.3,56.0,4603,6.48,6.45,4.03,168.43788000000004
0.25,3-Very Good,3-F,2-VVS1,60.7,59.0,576,4.07,4.1,2.48,41.38376
1.59,1-Ideal,7-J,6-SI1,61.3,57.0,7943,7.43,7.52,4.58,255.901088
0.77,5-Fair,3-F,4-VS1,66.8,57.0,3031,5.66,5.76,3.82,124.53811199999998
0.41,3-Very Good,3-F,6-SI1,63.0,56.0,705,4.71,4.78,2.99,67.31626200000001
0.7,2-Premium,6-I,2-VVS1,59.1,60.0,2536,5.8,5.77,3.42,114.45371999999998
0.58,1-Ideal,3-F,6-SI1,60.9,55.0,1569,5.39,5.41,3.29,95.936071
0.32,2-Premium,4-G,4-VS1,62.1,56.0,828,4.43,4.4,2.74,53.408080000000005
0.33,1-Ideal,3-F,2-VVS1,61.9,55.0,939,4.46,4.47,2.76,55.023911999999996
0.55,1-Ideal,2-E,7-SI2,62.0,56.0,1221,5.27,5.31,3.28,91.78653599999998
0.62,1-Ideal,4-G,1-IF,62.2,54.0,2655,5.46,5.51,3.41,102.588486
1.04,2-Premium,2-E,2-VVS1,60.9,58.0,11382,6.61,6.53,4.0,172.65320000000003
1.3,1-Ideal,4-G,3-VVS2,62.0,57.0,11073,6.96,7.03,4.34,212.350992
0.91,1-Ideal,1-D,4-VS1,62.3,59.0,6652,6.16,6.19,3.85,146.80204
